example_id,class_level,book_id,source_chunk_ids,task_type,question,answer,options,correct_answer,passage,evidence_quote,status,human_decision,review_notes
NCTB-SFT-00315,8,class8-english,class8-english-chunk-0108;class8-english-chunk-0109,short_qa,What did Pritilata Waddedar do?,Swallowed cyanide pills to avoid capture.,,,,"From the valiant sacrifice of Pritilata Waddedar, who swallowed cyanide pills to avoid capture by British forces in 1932",candidate,,
NCTB-SFT-00316,8,class8-english,class8-english-chunk-0108;class8-english-chunk-0109,short_qa,What does ‘helter-skelter’ mean?,In a hurried or confused way; chaotic.,,,,Helter-skelter — In a hurried or confused way; chaotic.,candidate,,
NCTB-SFT-00317,8,class8-english,class8-english-chunk-0108;class8-english-chunk-0109,short_qa,What was Mayer Daak?,A group of women whose family members had faced enforced disappearances.,,,,"Mayer Daak, a group of women whose family members had faced enforced disappearances;",candidate,,
NCTB-SFT-00318,8,class8-english,class8-english-chunk-0110;class8-english-chunk-0111,short_qa,What did the security forces shout during the uprising?,‘Khuni! Khuni!”,,,,"'Khuni! Khuni!” It was Abu Sayeed’s mother who asked the question, “Amar betak marlu kene?’”",candidate,,
NCTB-SFT-00319,8,class8-english,class8-english-chunk-0110;class8-english-chunk-0111,short_qa,What does ‘folk music’ refer to?,"Tunes, lyrics, and knowledge passed down orally.",,,,"People’s music, also known as folk music, consists of tunes, lyrics, and knowledge passed down orally for generations.",candidate,,
NCTB-SFT-00320,8,class8-english,class8-english-chunk-0110;class8-english-chunk-0111,short_qa,What is a fading aspect of traditional folk music?,Tunes are slowly fading.,,,,"As people migrate to cities and villages transform, these traditional tunes are slowly fading.",candidate,,
NCTB-SFT-00321,8,class8-english,class8-english-chunk-0110;class8-english-chunk-0111,short_qa,What materials were commonly used to create folk music instruments?,"Animal skin, bamboo, and calabash.",,,,"The instruments used for folk music are crafted from materials found in the surroundings—animal skin, bamboo, and calabash are common examples.",candidate,,
NCTB-SFT-00322,8,class8-english,class8-english-chunk-0110;class8-english-chunk-0111,mcq,Where do you encounter music with the same role but expressed in diverse languages?,,In urban areas | In rural villages | In the hill tracts | On mainstream films,In the hill tracts,,"In the hill tracts, you encounter music with the same role but expressed in the diverse languages of the ethnic communities.",candidate,,
NCTB-SFT-00323,8,class8-english,class8-english-chunk-0110;class8-english-chunk-0111,mcq,Where is folk music currently found?,,Only in historical archives | In mainstream films and music albums | Exclusively in rural communities | Solely through oral tradition,In mainstream films and music albums,,"However, folk music still finds its place in mainstream films and music albums.",candidate,,
NCTB-SFT-00324,8,class8-english,class8-english-chunk-0113;class8-english-chunk-0114,mcq,In what year was Leo Tolstoy born?,,1818 | 1828 | 1838 | 1848,1828,,"The writer was born on 9th September 1828 in Yasnaya Polyana, in Tula province of the Russian Empire at his family’s estate.",candidate,,
NCTB-SFT-00325,8,class8-english,class8-english-chunk-0113;class8-english-chunk-0114,short_qa,What did the children call the farmer?,Their 'farming teacher',,,,"The children deeply (a) ___ the farmer and affectionately called him their ""farming teacher"" whenever they saw him.",candidate,,
NCTB-SFT-00326,8,class8-english,class8-english-chunk-0113;class8-english-chunk-0114,short_qa,What did the children discover?,The joy and wonder of seeing their own planted seeds grow.,,,,"Through this experience, the children discovered the joy and wonder of seeing their own planted seeds grow.",candidate,,
NCTB-SFT-00327,8,class8-english,class8-english-chunk-0113;class8-english-chunk-0114,mcq,What did the farmer provide to help the crops thrive?,,Seeds | Surplus fertilizer | Watering cans | Pesticides,Surplus fertilizer,,"He supported their efforts by (b) _____ surplus fertilizer, which helped their crops thrive.",candidate,,
NCTB-SFT-00328,8,class8-english,class8-english-chunk-0113;class8-english-chunk-0114,short_qa,What did Tolstoy do before writing novels?,He never completed his studies.,,,,He never completed his studies but managed to concentrate all his energy on his first journal.,candidate,,
NCTB-SFT-00329,8,class8-english,class8-english-chunk-0113;class8-english-chunk-0114,passage_grounded_qa,"What did Tolstoy’s first novel, ‘Childhood’, capture?",His fondest memories of his childhood,,,"He never completed his studies but managed to concentrate all his energy on his first journal. Later, while serving the army, he wrote his first novel “Childhood” which captured all his fondest memories of his childhood followed by many other books.",'Childhood’ which captured all his fondest memories of his childhood,candidate,,
NCTB-SFT-00330,8,class8-english,class8-english-chunk-0113;class8-english-chunk-0114,mcq,What was Tolstoy’s most critically acclaimed work?,,Anna Karenina | The Death of Ivan Ilyich | War and Peace | Childhood,War and Peace,,His most critically acclaimed work that is still read all over the world is “War and Peace” followed by “Anna Karenina” and “The Death of Ivan Ilyich”,candidate,,
NCTB-SFT-00331,8,class8-english,class8-english-chunk-0113;class8-english-chunk-0114,passage_grounded_qa,Where did Tolstoy die?,In the same house.,,,He died on 20th November 1910 in the same house.,He died on 20th November 1910 in the same house.,candidate,,
NCTB-SFT-00332,8,class8-english,class8-english-chunk-0113;class8-english-chunk-0114,passage_grounded_qa,Where was Tolstoy buried?,In his own family estate in Tula province in Yasnaya Polyana,,,Later he was buried in his own family estate in Tula province in Yasnaya Polyana where the writer lost most of his beloved ones.,Later he was buried in his own family estate in Tula province in Yasnaya Polyana where the writer lost most of his beloved ones.,candidate,,
NCTB-SFT-00333,8,class8-english,class8-english-chunk-0118;class8-english-chunk-0119,mcq,What did the boy find in the pot?,,A collection of toys. | Golden coins. | A map to a treasure. | A magical spell.,Golden coins.,,He took the pot and surprisingly found it filled with golden coins!,candidate,,
NCTB-SFT-00334,8,class8-english,class8-english-chunk-0118;class8-english-chunk-0119,mcq,What did the boy initially think of the pot?,,It was a dangerous trap. | It might be a mistake or a trick. | It contained valuable jewels. | It was filled with water.,It might be a mistake or a trick.,,"At first, he thought it might be a mistake or a trick…",candidate,,
NCTB-SFT-00335,8,class8-english,class8-english-chunk-0118;class8-english-chunk-0119,passage_grounded_qa,What did the boy's mother tell him?,"True happiness isn’t in wealth, but in helping others.",,,"True happiness isn’t in wealth, but in helping others.","But as he looked at the pot, he remembered something his mother had always | told him: ""True happiness isn’t in wealth, but in helping others.""",candidate,,
NCTB-SFT-00336,8,class8-english,class8-english-chunk-0118;class8-english-chunk-0119,passage_grounded_qa,What does the embroidered quilt symbolize?,"The woman's emotions, memories, and the story of Rupai’s life.",,,"The embroidered quilt symbolizes the woman’s emotions, memories, and the story of Rupai’s life, serving as a canvas for her grief and love.","The embroidered quilt symbolizes the woman’s emotions, memories, and the story of Rupai’s life…",candidate,,
NCTB-SFT-00337,8,class8-english,class8-english-chunk-0118;class8-english-chunk-0119,short_qa,What was the boy searching for?,Food to eat.,,,,"One day, a hungry little boy was searching for food to eat.",candidate,,
NCTB-SFT-00338,8,class8-english,class8-english-chunk-0118;class8-english-chunk-0119,short_qa,When did Leo Tolstoy die?,"November 20, 1910.",,,,"He died on November 20, 1910…",candidate,,
NCTB-SFT-00339,8,class8-english,class8-english-chunk-0118;class8-english-chunk-0119,short_qa,Where was Leo Tolstoy born?,"In Yasnaya Polyana, Tula province, Russian Empire.",,,,"He was born in Yasnaya Polyana, Tula province, Russian Empire.",candidate,,
NCTB-SFT-00340,8,class8-english,class8-english-chunk-0118;class8-english-chunk-0119,passage_grounded_qa,Why do the wild geese begin their journey?,Because they sense that the season is changing and winter is approaching.,,,"The wild geese begin their journey because they sense that the season is changing, and winter is approaching. The poem hints at an instinctual response to the shift in the environment, which signals them to migrate.","The wild geese begin their journey because they sense that the season is changing, and winter is approaching.",candidate,,
